	Manufacturer	Model	Application(s)	Thrust (dry) [lbf]	Thrust (wet) [lbf]	SFC (dry) [lb/lbf hr]	SFC (wet) [lb/lbf hr]	Airflow (static) [lb/s]	OPR (static)	FPR (static)	BPR (static)	Thrust (cruise) [lbf]	SFC (cruise) [lb/lbf hr]	Cruise Speed [Mach]	Cruise Altitude [ft]	TIT [K]	Number Spools	Fan Stages	LPC Stages	HPC Stages	HPT Stages	IPT Stages	LPT Stages	Fan Diameter [in]	Length [in]	Width/Diameter [in]	Dry Weight [lb]
845	Rolls-Royce	Conway RCo.12 Mk.507	DC-8-41/42/43/43F	17,500													2		6	9	1		2		134.2		4,690
846	Rolls-Royce	Conway RCo.12 Mk.508	707-420/F	17,500		0.726		280	14.1		0.3	4,625	0.822	0.83	36,000		2		7	9	1		2		134.2		4,690
847	Rolls-Royce	"Conway RCo.12
  Mk.508A"	707-420/F	18,000							0.3	4,625	0.822	0.83	36,000		2		7	9	1		2		134.2		4,690
848	Rolls-Royce	Conway RCo.12 Mk.509	DC-8-41/42/43/43F	17,500				280	14.1		0.3	4,625	0.822	0.83	36,000		2		7	9	1		2		134.2		4,690
849	Rolls-Royce	"Conway RCo.12
  Mk.509A"	DC-8-41/42/43/43F	18,000		0.735		285	14		0.3	4,625	0.822	0.83	36,000		2		7	9	1		2		134.2		4,690
850	Rolls-Royce	Conway RCo.14																									
851	Rolls-Royce	Conway RCo.15 Mk.511															2		6	9	1		2		134.2		4690
852	Rolls-Royce	Conway RCo.15 Mk.512															2		6	9	1		2		134.2		4690
853	Rolls-Royce	Conway RCo.15B Mk.5??	DC-8-43	18,500																							
854	Rolls-Royce	"Conway RCo.42/1
  Mk.540"	"VC.10 Type
  1101/1102/1103/1109"	20,370		0.656		367	14.8		0.6	5,250	0.84	0.83	36,000		2		4 + 3B	9	1		2		154	50	5,001
855	Rolls-Royce	"Conway RCo.42/3
  Mk.540"	"VC.10 Type
  1101/1102/1103/1109"	20,370		0.656		367	14.8		0.6	5,250	0.84	0.83	36,000		2		4 + 3B	9	1		2		154	50	5,001
856	Rolls-Royce	"Conway RCo.43D
  Mk.550B"	"Super VC.10 Type
  1151/1154"	21,800		0.59		375	15.8		0.6	5,345	0.819	0.83	36,000		2		4 + 3B	9	1		2		154	50	5,101
857	Rolls-Royce	Derwent 5/17	C-102 Jetliner	3,600													1										
858	Rolls-Royce	Medway RB.141-3	"Trident (candidate
  engine)"										2		6	11	2		2		165	42	3,500				
859	Rolls-Royce	Medway RB.174		17,300		0.6			16.75				2		6	11	2		2		165	42	3,500				
860	Rolls-Royce	Nene RB.41-1	F26 (not produced)	4,600		1.049		90	4								1			1C	1						
861	Rolls-Royce	Pearl 10X	Falcon 10X	18,000													2			10	2		4				
862	Rolls-Royce	Pearl 15	Global 5500/6500	15,125					43		4.8						2			10	2		3	48.5			
863	Rolls-Royce	Pearl 700	G700	18,250													2			10	2		4	51.8			
864	Rolls-Royce	RB.141-3	"HFB 314 (not
  produced)"																								
865	Rolls-Royce	RB.151		30,000																							
866	Rolls-Royce	RB.158		34,000																							
867	Rolls-Royce	RB.159		16,000																							
868	Rolls-Royce	RB.160		34,000																							
869	Rolls-Royce	RB.162-86	Trident 3B (booster)	5,250		1.12		86	4.3								1			6	1				97.7**		520
870	Rolls-Royce	RB.167		20,000																							
871	Rolls-Royce	RB.170		24,000																							
872	Rolls-Royce	RB.171		20,000																							
873	Rolls-Royce	RB.178	"HS.132, HS.134,
  Br.124, SC.5/45 (not produced)"	28,500																							
874	Rolls-Royce	RB.178-14	"VC-10 DB265 (not
  produced)"	27,500							4																
875	Rolls-Royce	RB.178-51	747-100 (proposed)								8																
876	Rolls-Royce	RB.202	"Do 231C (lift
  engines, not produced)"	13,100																							
877	Rolls-Royce	RB.207-3	"A300, L1011-1-1 (not
  produced)"	47,500		0.54		1660	27	2	5						3	1	7	6	1	1	3				
878	Rolls-Royce	RB.211-22-02	L1011-1	40,600				1325	27	1.42	4.8						3	1	7	6	1	1	3		128.7		7,189
879	Rolls-Royce	RB.211-22B		42,670													3	1	7	6	1	1	3	84.8	119.4**		9,195
880	Rolls-Royce	RB.211-22B-02	L1011-1/1F/50/100/150, L1011-400 (not produced)	41,030		0.373		1380	24.5	1.42	4.8	9,495	0.628	0.85	35,000		3	1	7	6	1	1	3	84.8	119.4**		10,326
881	Rolls-Royce	RB.211-22C-02	"L1011-1/50/100/150
  (option)"	42,000													3	1	7	6	1	1	3				
882	Rolls-Royce	RB.211-22CA-02	"L1011-1/50/100/150
  (option)"														3	1	7	6	1	1	3				
883	Rolls-Royce	RB.211-23	"L1011-1/50/100/150
  (option)"	38,380													3	1	7	6	1	1	3				
884	Rolls-Royce	RB.211-24	(see RB.211-524)														3	1	7	6	1	1	4				
885	Rolls-Royce	RB.211-40	"BAC 311 (not
  produced)"	43,040													3	1	7	6	1	1	3				
886	Rolls-Royce	RB.211-52	"A300B (candidate
  engine)"														3	1	7	6	1	1	4				
887	Rolls-Royce	RB.211-56	"L1011-3, L1011-8.4
  (not produced)"	52,200				1370	26	1.59	5.04						3	1	7	6	1	1	4				
888	Rolls-Royce	RB.211-61	"BAC 311 (not
  produced)"	50,000													3	1	7	6	1	1	3				
889	Rolls-Royce	RB.211-524	L1011-100/-200, 747-SP (option), L-1011-2/-300 (not produced)	48,000													3	1	7	6	1	1	3				
890	Rolls-Royce	RB.211-524B-02	"747-SP,
  L1011-200/-200F/-500/-500F, 747-100 (option),
  L-1011-600 (not produced)"	49,120				1513	28.4		4.5						3	1	7	6	1	1	3	84.8	119.4**		10,154
891	Rolls-Royce	RB.211-524B-B-02		49,120													3	1	7	6	1	1	3	84.8	119.4**		10,154
892	Rolls-Royce	RB.211-524B-D-02	"L1011-200/-200F/-500,
  747-100 (option)"	49,120				1513	28.4		4.5						3	1	7	6	1	1	3	84.8	119.4**		9,814
893	Rolls-Royce	RB.211-524B2-02	L1011-200/-200F/-500, 747-SP/-100 (option)	49,120				1513	28.4		4.5						3	1	7	6	1	1	3	84.8	119.4**		9,814
894	Rolls-Royce	RB.211-524B2-19		49,120													3	1	7	6	1	1	3				11,154
895	Rolls-Royce	RB.211-524B2-B-19		49,120													3	1	7	6	1	1	3				11,154
896	Rolls-Royce	RB.211-524B3-02		49,120													3	1	7	6	1	1	3				11,000
897	Rolls-Royce	RB.211-524B4-02	L1011-200/-200F/-250/-500	49,120				1500	29		4.4	11,000	0.606	0.85	35,000		3	1	7	6	1	1	3	85.8	122.3**		11,148
898	Rolls-Royce	RB.211-524B4-D-02	L1011-200/-500	49,120				1512	28.6		4.4						3	1	7	6	1	1	3	85.8	122.3**		11,148
899	Rolls-Royce	RB.211-524C	747-SP/-100B/-200B/-300	51,500				1532	28.6		4.5	11,490	0.642	0.85	35,000		3	1	7	6	1	1	3	84.8	119.4**		9,859
900	Rolls-Royce	RB.211-524C2	747-SP/-100B/-200B/-300	51,500				1532	28.6		4.5	11,490	0.642	0.85	35,000		3	1	7	6	1	1	3	84.8	119.4**		9,859
901	Rolls-Royce	RB.211-524C2-19		50,600													3	1	7	6	1	1	3	84.8	119.4**		11,199
902	Rolls-Royce	RB.211-524C2-B-19		50,600													3	1	7	6	1	1	3	84.8	119.4**		11,199
903	Rolls-Royce	RB.211-524C4	747-200B, 747-100B/-300 (option)								4.5						3	1	7	6	1	1	3	84.8	119.4**		9,859
904	Rolls-Royce	RB.211-524D4	747-SP/-200B/-200B(M)/-200B(SF)/-200F/-300, L1011-500H&H (not produced)	53,000				1548	29.3		4.4	11,230	0.617	0.85	35,000		3	1	7	6	1	1	3	85.8	122.3**		9,874
905	Rolls-Royce	RB.211-524D4-19		51,980													3	1	7	6	1	1	3	85.8	122.3**		11,195
906	Rolls-Royce	RB.211-524D4-B-19		51,980													3	1	7	6	1	1	3	85.8	122.3**		11,195
907	Rolls-Royce	RB.211-524D4-39		51,980													3	1	7	6	1	1	3	85.8	122.3**		11,195
908	Rolls-Royce	RB.211-524D4-B-39		51,980													3	1	7	6	1	1	3	85.8	122.3**		11,195
909	Rolls-Royce	RB.211-524D4B	"747-200/-200F/-300
  (option)"	52,810				1548	29.6		4.4	11,230	0.601	0.85	35,000		3	1	7	6	1	1	3	85.8	122.3**		11,195
910	Rolls-Royce	RB.211-524D4X-19		52,810													3	1	7	6	1	1	3	85.8	122.3**		11,195
911	Rolls-Royce	RB.211-524D4X-B-19		52,810													3	1	7	6	1	1	3	85.8	122.3**		11,195
912	Rolls-Royce	RB.211-524G	747-400/-400F, 767-300ER (option)	58,000				1604	32.9		4.3	11,813	0.57	0.85	35,000		3	1	7	6	1	1	3	86.3	125.0**		9,671
913	Rolls-Royce	RB.211-524G2	"747-400/-400F
  (option)"								4.1						3	1	7	6	1	1	3	86.3	125.0**		9,671
914	Rolls-Royce	RB.211-524G3	"767-300ER/-300FER
  (option)"								4.1						3	1	7	6	1	1	3	86.3	125.0**		9,671
915	Rolls-Royce	RB.211-524G-T	747-400/-400F, 767-300ER (option)	58,000				1604	32.9		4.3	11,813	0.57	0.85	35,000		3	1	7	6	1	1	3	86.3	125.0**		9,470
916	Rolls-Royce	RB.211-524G-19		56,870							4.1						3	1	7	6	1	1	3	86.3	125.0**		9,470
917	Rolls-Royce	RB.211-524G2-T	747-400ER (option)	56,870							4.1						3	1	7	6	1	1	3	86.3	125.0**		9,470
918	Rolls-Royce	RB.211-524G-T-19		56,870							4.1						3	1	7	6	1	1	3	86.3	125.0**		9,470
919	Rolls-Royce	RB.211-524G3-19		56,870							4.1						3	1	7	6	1	1	3	86.3	125.0**		9,470
920	Rolls-Royce	RB.211-524G3-T		56,870							4.1						3	1	7	6	1	1	3	86.3	125.0**		9,470
921	Rolls-Royce	RB.211-524G3-T-19		56,870							4.1						3	1	7	6	1	1	3	86.3	125.0**		9,470
922	Rolls-Royce	RB.211-524G4-T	"767-300ER/-300FER
  (option)"	56,400							4.1						3	1	7	6	1	1	3	86.3	125.0**		9,671
923	Rolls-Royce	RB.211-524G/H									4.3	11,813	0.57	0.85	35,000		3	1	7	6	1	1	3	86.3	125.0**		9,671
924	Rolls-Royce	RB.211-524G/H-T									4.3	11,813	0.57	0.85	35,000		3	1	7	6	1	1	3	86.3	125.0**		9,671
925	Rolls-Royce	RB.211-524H	747-400, 767-300ER, 767-300F/-300FER/-400F (option)	59,450				1604	34.5		4.1	11,813	0.57	0.85	35,000		3	1	7	6	1	1	3	86.3	125.0**		9,671
926	Rolls-Royce	RB.211-524H-T	747-400/-400F, 767-300ER, An-124-210 (option)	59,450				1604	34.5		4.1	11,813	0.57	0.85	35,000		3	1	7	6	1	1	3	86.3	125.0**		9,470
927	Rolls-Royce	RB.211-524H-T-36		59,450							4.1						3	1	7	6	1	1	3	86.3	125.0**		9,671
928	Rolls-Royce	RB.211-524H2	747-400/-400F	59,450							4.1						3	1	7	6	1	1	3	86.3	125.0**		9,671
929	Rolls-Royce	RB.211-524H2-19		59,450							4.1						3	1	7	6	1	1	3	86.3	125.0**		9,671
930	Rolls-Royce	RB.211-524H2-T	747-400ER (option)	59,450							4.1						3	1	7	6	1	1	3	86.3	125.0**		9,470
931	Rolls-Royce	RB.211-524H2-T19		59,450							4.1						3	1	7	6	1	1	3	86.3	125.0**		9,671
932	Rolls-Royce	RB.211-524H3	767-300ER, 767-300FER (option)								4.1						3	1	7	6	1	1	3	86.3	125.0**		9,671
933	Rolls-Royce	RB.211-524H4	"An-218-200/-300
  (proposed)"								4.1						3	1	7	6	1	1	3	86.3	125.0**		9,671
934	Rolls-Royce	RB.211-535C-37	757-200/-200(SF)/-200F	36,720				1142	21.1		4.4	8,453	0.646	0.8	35,000		3	1	6	6	1	1	3	73.2	118.5		7,680
935	Rolls-Royce	RB.211-535E4-37	"757-200/-200ER/-200ET/-200F,
  Tu-204-120/-120C/-220/-220C/-222, Tu-224"	39,610		0.324		1151	25.8		4.3	8,700	0.598	0.8	35,000		3	1	6	6	1	1	3	74.1	117.9		7,603
936	Rolls-Royce	RB.211-535E4B-37	"757-200/-200ET/-300, 757-200ER/-200F (option), Tu-214, Tu-330 (Tu-204-330)
  (proposed)"	42,540				1151	25.8		4.3						3	1	6	6	1	1	3	74.1	117.9		7,603
937	Rolls-Royce	RB.211-535E4B-75	Tu-204-120/-120C/-220/-220C	42,540							4.3						3	1	6	6	1	1	3	74.1	117.9		7,603
938	Rolls-Royce	RB.211-535E4C-37	757-300	42,540							4.3						3	1	6	6	1	1	3	74.1	117.9		7,603
939	Rolls-Royce	RB.220	"Do 231C (not
  produced)"	24,000																							
940	Rolls-Royce	RB.282	"Falcon 5X (candidate
  engine)"	10,000																							
941	Rolls-Royce	RB.432	F29 (not produced)	18,000							4.8						2	1		8	1		3				
942	Rolls-Royce	Spey RSp.1 Mk.505-5	Trident 1/1C	12,550				203		2.7	0.71	3,070	0.763	0.77	32,000		2	4		12	2		2		110.0**	37	2,200
943	Rolls-Royce	Spey RSp.?? Mk.505-14		10,000													2	4		12	2		2		110.0**	37	
944	Rolls-Royce	Spey RSp.3 Mk.506-2		10,410						2.7	0.71	3,070	0.764	0.77	32,000		2	4		12	2		2		110.0**	37	
945	Rolls-Royce	Spey RSp.3 Mk.506-14	BAC 111-200, Model 2086 (not produced)	10,410						2.7	0.71	3,070	0.764	0.77	32,000		2	4		12	2		2		110.0**	37	2,257
946	Rolls-Royce	"Spey RSp.3
  Mk.506-14A"	BAC 111-200	10,410						2.7	0.71	3,070	0.764	0.77	32,000		2	4		12	2		2		110.0**	37	2,257
947	Rolls-Royce	"Spey RSp.3
  Mk.506-14AW"	BAC 111-200	10,410	10,410					2.7	0.71	3,070	0.764	0.77	32,000		2	4		12	2		2		110.0**	37	2,288
948	Rolls-Royce	"Spey RSp.3
  Mk.506-14D"	BAC 111-200	10,410						2.7	0.71	3,070	0.764	0.77	32,000		2	4		12	2		2		110.0**	37	2,257
949	Rolls-Royce	Spey RSp.4 Mk.510-14	BAC 111-300	11,000		0.6		206	18.4	2.7	0.71	3,070	0.77	0.77	32,000		2	5		12	2		2	32.5	109.6	37.1	2,332
950	Rolls-Royce	"Spey RSp.4
  Mk.510-14W"	BAC 111-400	11,000		0.6		206	18.4	2.7	0.71	3,070	0.77	0.77	32,000		2	5		12	2		2	32.5	109.6	37.1	2,621
951	Rolls-Royce	Spey RSp.4 Mk.511-5	Trident 1E/2	11,400		0.6		206	18.4	2.7	0.71	3,070	0.77	0.77	32,000		2	5		12	2		2	32.5	109.6	37.1	2,312
952	Rolls-Royce	Spey RSp.4 Mk.511-5W	Trident 1E/2	11,400		0.6		206	18.4	2.7	0.71	3,070	0.77	0.77	32,000		2	5		12	2		2	32.5	109.6	37.1	2,317
953	Rolls-Royce	Spey RSp.4 Mk.511-8	"Gulfstream
  II/II-B/III"	11,400		0.6		197	18.4	2.7	0.64	3,070	0.77	0.77	32,000		2	5		12	2		2	32.5	109.6	37.1	2,483
954	Rolls-Royce	Spey RSp.4 Mk.511-14	BAC 111-300	11,400		0.6		206	18.4	2.7	0.71	3,070	0.77	0.77	32,000		2	5		12	2		2	32.5	109.6	37.1	2,483
955	Rolls-Royce	"Spey RSp.4
  Mk.511-14W"	BAC 111-400, Liner 40 (not produced)	11,400		0.6		206	18.4	2.7	0.71	3,070	0.77	0.77	32,000		2	5		12	2		2	32.5	109.6	37.1	2,621
956	Rolls-Royce	Spey RSp.4 Mk.512-5W	Trident 2E/3B	11,930		0.6		206	20.7	2.6	0.71	3,070		0.77	32,000		2	5		12	2		2	32.5	109.6	37.1	2,609
957	Rolls-Royce	Spey RSp.4 Mk.512-14	"BAC
  111-475/-500/-510ED, ROMBAC 111-560"	12,550		0.6		206	20.7	2.6	0.71	3,070		0.77	32,000		2	5		12	2		2	32.5	109.6	37.1	2,609
958	Rolls-Royce	"Spey RSp.4
  Mk.512-14DW"	"BAC
  111-475/-500/-510ED, ROMBAC 111-560"	12,550		0.6		206	20.7	2.6	0.71	3,070		0.77	32,000		2	5		12	2		2	32.5	109.6	37.1	2,609
959	Rolls-Royce	"Spey RSp.4
  Mk.512-14DWE"		12,550						2.6	0.71	3,070		0.77	32,000		2	5		12	2		2	32.5	109.6	37.1	2,609
960	Rolls-Royce	Spey RSp.4 Mk.512-25	"BAC
  111-475/-500/-510ED, ROMBAC 111-560"	12,550		0.6		206	20.7	2.6	0.71	3,070		0.77	32,000		2	5		12	2		2	32.5	109.6	37.1	2,609
961	Rolls-Royce	Spey Jr. Mk.555-15	"F28
  Mk.1000/1000C/2000/3000R/3000RC"	9,850		0.75		199	15.4	2.46	1						2	4		12	2		2	32.5	97		2,257
962	Rolls-Royce	Spey Jr. Mk.555-15H	"F28
  Mk.3000/4000/6000, F28 Mk.5000/Mk.6600 (not
  produced)"	9,900		0.75		199	15.4	2.46	1						2	4		12	2		2	32.5	97		2,257
963	Rolls-Royce	Spey Jr. Mk.555-15N	"F28
  Mk.1000/1000C/2000/3000R/3000RC"	9,850		0.75		199	15.4	2.46	1						2	4		12	2		2	32.5	97		2,257
964	Rolls-Royce	Spey Jr. Mk.555-15P	"F28
  Mk.1000/1000C/3000"	9,900		0.75		199	15.4	2.46	1						2	4		12	2		2	32.5	97		2,257
965	Rolls-Royce	Tay Mk.610-8	Gulfstream IV	12,420													2	1	3B	12	2		3	44.8	94.7	70.72	3,255
966	Rolls-Royce	Tay Mk.611-8	Gulfstream IV/IV-SP	13,850		0.43		410	15.8		3.04		0.71	0.8	43,000		2	1	3B	12	2		3	44.8	94.7	70.72	3,255
967	Rolls-Royce	Tay Mk.611-8B		13,850		0.43		410	15.8		3.04		0.71	0.8	43,000		2	1	3B	12	2		3	44.8	94.7	70.72	3,306
968	Rolls-Royce	Tay Mk.611-8C	G350, G450	13,850		0.43		410	15.8		3.04		0.71	0.8	43,000		2	1	3B	12	2		3	44.8	94.7	70.72	3,306
969	Rolls-Royce	Tay Mk.620-15	Fokker 70/100	13,850		0.43		410	15.8		3.04		0.69	0.73	30,000		2	1	3B	12	2		3	44.8	94.7	70.72	3,310
970	Rolls-Royce	Tay Mk.650-14	"BAC
  111-475/-500/-560"	15,100				418	16.2		3.06		0.69	0.73	30,000		2	1	3B	12	2		3	44.8	94.7	70.72	3,516
971	Rolls-Royce	Tay Mk.650-15	Fokker 100	15,100				418	16.2		3.06		0.69	0.73	30,000		2	1	3B	12	2		3	44.8	94.7	70.72	3,516
972	Rolls-Royce	Tay Mk.651-54	727-100(QF)/-100C(QF)	15,400		0.45		426	16.6		3.07		0.69	0.78	35,000		2	1	3B	12	2		3	44.8	94.7	70.72	3,590
973	Rolls-Royce	Tay Mk.670	"727-200RE, DC-9RE,
  737-100RE/-200RE, MD-95 (proposed for re-engining)"	18,000				511	19		3.2						2	1	3B	12	2		3	50	112		3,750
974	Rolls-Royce	Trent RB.203	"FH-228 (not
  produced)"	9,730													3	1	4	5	1	1	2		82.2	38.7	1,751
975	Rolls-Royce	Trent 553-61	A340-541, A340-641 (option)	55,780				1847	35.1		7.7						3	1	8	6	1	1	5	97.4	154		10,930
976	Rolls-Royce	Trent 553A2-61	A340-541, A340-641 (option)	55,780				1847	35.1		7.7						3	1	8	6	1	1	5	97.4	154		10,930
977	Rolls-Royce	Trent 556-61	A340-642	58,462				1892	36.7		7.6						3	1	8	6	1	1	5	97.4	154		10,930
978	Rolls-Royce	Trent 556A2-61	A340-542/-642	58,462				1892	36.7		7.6						3	1	8	6	1	1	5	97.4	154		10,930
979	Rolls-Royce	Trent 556B-61		58,462													3	1	8	6	1	1	5	97.4	154		10,930
980	Rolls-Royce	Trent 556B2-61		58,462													3	1	8	6	1	1	5	97.4	154		10,930
981	Rolls-Royce	Trent 560A2-61	A340-643	61,902													3	1	8	6	1	1	5	97.4	154		10,930
982	Rolls-Royce	Trent 560-61		61,902													3	1	8	6	1	1	5	97.4	154		10,930
983	Rolls-Royce	Trent 600	MD-11 (option)	68,000				2032			4.3						3	1	8	6	1	1	4	97.4	154	102	10,400
984	Rolls-Royce	Trent 672	767-400ERX	72,000					43.2								3	1	8	6	1	1	4	97.4	154	102	11,400
985	Rolls-Royce	Trent 6??	"747-XQLR (candidate
  engine), 747-500X/-600X (not produced)"														3	1	8	6	1	1	4	97.4	154	102	11,400
986	Rolls-Royce	Trent 758	A330-141	58,000													3	1	8	6	1	1	4	97.4	154		
987	Rolls-Royce	Trent 764	MD-12 (not produced)	64,000													3	1	8	6	1	1	4	97.4	154		
988	Rolls-Royce	Trent 768-60	A330-341, A330-241 (option)	67,500				1932	35.2		5.17						3	1	8	6	1	1	4	97.4	154		11,023
989	Rolls-Royce	Trent 772-60	A330-342	71,100				1978	36.8		5.05	11,500	0.565	0.82	35,000		3	1	8	6	1	1	4	97.4	154		11,023
990	Rolls-Royce	Trent 772B-60	A330-243/-243F/-343	71,100				1978	36.8		5.05						3	1	8	6	1	1	4	97.4	154		11,023
991	Rolls-Royce	Trent 775-60	A330-244, A330-344 (option)	75,150				2024	39		4.77						3	1	8	6	1	1	4	97.4	154		
992	Rolls-Royce	Trent 871-17	777-200	71,000													3	1	8	6	1	1	5	110	178		13,400
993	Rolls-Royce	Trent 875-17	777-200	76,850				2482	35.9		6.21						3	1	8	6	1	1	5	110	178		13,400
994	Rolls-Royce	Trent 877-17	777-200	78,910				2578	37		6.15						3	1	8	6	1	1	5	110	178		13,400
995	Rolls-Royce	Trent 882-17	777-200 (option)	84,700					38.8								3	1	8	6	1	1	5	110	178		13,400
996	Rolls-Royce	Trent 884-17	777-200	85,430				2661	39.8		5.95						3	1	8	6	1	1	5	110	178		13,400
997	Rolls-Royce	Trent 884B-17		85,430													3	1	8	6	1	1	5	110	178		13,400
998	Rolls-Royce	Trent 890-17	777-200/-300, Tu-304 (proposed)	91,300				2720	42.7		5.74	13,000	0.557	0.83	35,000		3	1	8	6	1	1	5	110	178		13,400
999	Rolls-Royce	Trent 892-17	777-200/-300	91,450				2645	40.8		5.79						3	1	8	6	1	1	5	110	178		13,400
1000	Rolls-Royce	Trent 892B-17	777-200	91,450													3	1	8	6	1	1	5	110	178		13,400
1001	Rolls-Royce	Trent 895-17	777-200, 777-300/-300ER (option)	92,940				2664	41.6	1.81	5.79						3	1	8	6	1	1	5	110	178		13,400
1002	Rolls-Royce	Trent 895C-17	777-200, 777-300/-300ER (option)	95,000				2664	41.6	1.81	5.79						3	1	8	6	1	1	5	110	178		13,400
1003	Rolls-Royce	Trent 8104	"Technology
  demonstrator"	104,000					45								3	1	8	6	1	1	5	110	178		14,400
1004	Rolls-Royce	Trent 970-84	A380-841	75,152													3	1	8	6	1	1	5	110	208.8**	155.2	13,842
1005	Rolls-Royce	Trent 970B-84	A380-841	78,304													3	1	8	6	1	1	5	110	208.8**	155.2	13,842
1006	Rolls-Royce	Trent 972-84	A380-842	76,752													3	1	8	6	1	1	5	110	208.8**	155.2	13,842
1007	Rolls-Royce	Trent 972B-84	A380-842	80,213													3	1	8	6	1	1	5	110	208.8**	155.2	13,842
1008	Rolls-Royce	Trent 975	"747-500X/-600X (not
  produced)"	75,000				2481	35.8		7.8						3	1	8	6	1	1	5	110	208.8**	155.2	13,842
1009	Rolls-Royce	Trent 977-84	"A380-843F (not
  produced)"	80,781													3	1	8	6	1	1	5	110	208.8**	155.2	13,842
1010	Rolls-Royce	Trent 977B-84	"A380-843F (not
  produced)"	83,835													3	1	8	6	1	1	5	110	208.8**	155.2	13,842
1011	Rolls-Royce	Trent 980-84	"A380-941 (not
  produced)"	84,098													3	1	8	6	1	1	5	110	208.8**	155.2	13,842
1012	Rolls-Royce	Trent 1000-A	787-8	69,194													3	1	8	6	1	1	6	112	187.8**		13,300
1013	Rolls-Royce	Trent 1000-A2	787-8/-9	69,194													3	1	8	6	1	1	6	112	187.8**		13,111
1014	Rolls-Royce	Trent 1000-AE		69,194													3	1	8	6	1	1	6	112	187.8**		13,300
1015	Rolls-Royce	Trent 1000-AE2		69,194													3	1	8	6	1	1	6	112	187.8**		13,111
1016	Rolls-Royce	Trent 1000-AE3	787-8/-9	69,194													3	1	8	6	1	1	6	112	187.8**		13,479
1017	Rolls-Royce	Trent 1000-C	787-8	74,511													3	1	8	6	1	1	6	112	187.8**		13,300
1018	Rolls-Royce	Trent 1000-C2	787-8	74,511													3	1	8	6	1	1	6	112	187.8**		13,111
1019	Rolls-Royce	Trent 1000-CE		74,511													3	1	8	6	1	1	6	112	187.8**		13,300
1020	Rolls-Royce	Trent 1000-CE2		74,511													3	1	8	6	1	1	6	112	187.8**		13,111
1021	Rolls-Royce	Trent 1000-CE3	787-8	74,511													3	1	8	6	1	1	6	112	187.8**		13,479
1022	Rolls-Royce	Trent 1000-D	787-8	74,511													3	1	8	6	1	1	6	112	187.8**		13,300
1023	Rolls-Royce	Trent 1000-D2	787-8/-9	74,511													3	1	8	6	1	1	6	112	187.8**		13,111
1024	Rolls-Royce	Trent 1000-D3	787-8/-9	74,511													3	1	8	6	1	1	6	112	187.8**		13,479
1025	Rolls-Royce	Trent 1000-E	787-8	59,631													3	1	8	6	1	1	6	112	187.8**		13,300
1026	Rolls-Royce	Trent 1000-E2		59,631													3	1	8	6	1	1	6	112	187.8**		13,111
1027	Rolls-Royce	Trent 1000-G	787-8	72,066													3	1	8	6	1	1	6	112	187.8**		13,300
1028	Rolls-Royce	Trent 1000-G2	787-8	72,066													3	1	8	6	1	1	6	112	187.8**		13,300
1029	Rolls-Royce	Trent 1000-G3	787-8	72,066													3	1	8	6	1	1	6	112	187.8**		13,479
1030	Rolls-Royce	Trent 1000-H	787-8	63,897													3	1	8	6	1	1	6	112	187.8**		13,300
1031	Rolls-Royce	Trent 1000-H2	787-8	63,897													3	1	8	6	1	1	6	112	187.8**		13,111
1032	Rolls-Royce	Trent 1000-H3	787-8	63,897													3	1	8	6	1	1	6	112	187.8**		13,479
1033	Rolls-Royce	Trent 1000-J2	787-9	78,129													3	1	8	6	1	1	6	112	187.8**		13,111
1034	Rolls-Royce	Trent 1000-J3	787-9/-10	78,129													3	1	8	6	1	1	6	112	187.8**		13,479
1035	Rolls-Royce	Trent 1000-K2	787-9	78,129													3	1	8	6	1	1	6	112	187.8**		13,111
1036	Rolls-Royce	Trent 1000-K3	787-9	78,129													3	1	8	6	1	1	6	112	187.8**		13,479
1037	Rolls-Royce	Trent 1000-L2	787-8	74,511													3	1	8	6	1	1	6	112	187.8**		13,111
1038	Rolls-Royce	Trent 1000-L3		74,511													3	1	8	6	1	1	6	112	187.8**		13,479
1039	Rolls-Royce	Trent 1000-M3		79,728													3	1	8	6	1	1	6	112	187.8**		13,479
1040	Rolls-Royce	Trent 1000-N3		79,728													3	1	8	6	1	1	6	112	187.8**		13,479
1041	Rolls-Royce	Trent 1000-P3		74,511													3	1	8	6	1	1	6	112	187.8**		13,479
1042	Rolls-Royce	Trent 1000-Q3		78,129													3	1	8	6	1	1	6	112	187.8**		13,479
1043	Rolls-Royce	Trent 1000-R3		81,028													3	1	8	6	1	1	6	112	187.8**		13,479
1044	Rolls-Royce	Trent 7000-72	A330-941	72,834					50		10						3	1	8	6	1	1	6	112	188.0**		14,209
1045	Rolls-Royce	Trent 7000-72C		72,834													3	1	8	6	1	1	6	112	188.0**		14,209
1046	Rolls-Royce	Trent XWB-75	A350-942, A350-8?? (not produced)	74,200													3	1	8	6	1	2	6	118	176.5		16,043
1047	Rolls-Royce	Trent XWB-79	A350-8?? (not produced)	78,900													3	1	8	6	1	2	6	118	176.5		16,043
1048	Rolls-Royce	Trent XWB-79B	A350-8?? (not produced)	78,900													3	1	8	6	1	2	6	118	176.5		16,043
1049	Rolls-Royce	Trent XWB-84	A350-941	84,200				3166									3	1	8	6	1	2	6	118	176.5		16,043
1050	Rolls-Royce	Trent XWB-97	A350-1041	97,000													3	1	8	6	1	2	6	118	176.5		16,643
